itemno;title;description;abe-title;abe-description
06389;Necklace, Silver Coloured Grid Pendant;A fashionable necklace of a black cord and a silver coloured grid pendant. The clasp is silver coloured as well and has a small extension chain for easily adjusting the length.;Kette, Viereck, Netz und 3x Perle;Collier mit kunstvoll gefertigtem Metallanhänger mit Netzeinsatz und eingearbeiteter Perle, 43x18mm, an Kordel schwarz, Verschluss silber-farbig mit Verlängerungskettchen
06396;Clip Earrings, Silver Grid, Gold Coloured;This pair of clip earrings is extraordinary and has a very special design. The gold and silver coloured combination looks chic and edgy and the earrings are great for people without pierced earlobes.;Clip, Gitter, bicolor, kristal, Email;Stein kristallin
06413;Necklace, Round Pendant, Silky Green;This necklace has a stunning pendant, which has a great design. The pendant fits great to retro look outfits as well as to sophisticated fashion trends nowadays. This necklace is a wonderful and eyecatching accessory, which should not be missing in your jewellery case! Made in Germany.;Kette, Scheibe, 53, seide grün;große Scheibe, 53mm, hellgrün seidig-glänzend, an Seidenkordel grün
06422;Necklace, Red Beads, 6mm, Glossy;This is a classic piece of jewellery, which should never be missing in a womans jewellery case. A timeless beaded necklace with 6mm plastic beads, which are glossy red. The clasp is gold-coloured and has a small extension chain for easily adjusting the length. Handmade and designed in Germany.;Kette, Perle 6mm rot-glänzend, 42cm;Collier aus 6mm Kunststoffperle rot-glänzend, Verschluss vergoldet mit Verlängerungskettchen und Perle als Abschluss
06428;Necklace, Triangle with Ball;This necklace has a stunning pendant, which has a great design. The pendant fits great to retro look outfits as well as to sophisticated fashion trends nowadays. This necklace is a wonderful and eyecatching accessory, which should not be missing in your jewellery case! The cord has two movable knots for easily adjusting the length. Made in Germany.;Kette, Dreieck, elfenbein-schwarz;Kunststoff-Anhänger elfenbein-farbig mit aufgedrucktem Muster, 56x27mm, an Kordel beige-dunkel
06436;Necklace, Glass Beads, Different Brown-Tones;This necklace can be the little extra on your outfit. The sophisticated brown beads (made of buffalo horn) are combined with some nicely shaped glass beads, which resemble amber are put together to a pretty necklace that is suitable at any occasion. The twofold cord is plastic-coated wire. The clasp is silver-colored with an adjustable chain. Handicraft from Germany.;Kette, Glas-Nugget braun auf Draht;modisches Collier mit Glasnugget in büffelhorn kombiniert mit formschöner Glasperle ähnlich Bernstein, 2-fach Draht silber kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen
06439;NECKLACE, GLASS NUGGET, RUST-BROWN 44CM,  NEW;;Kette, Glas-Nugget rostbraun auf Draht;dekoratives Collier mit Glasnugget rostbraun kombiniert mit Glasolive rostbraun und diversen Glasperlen in braun-transparent, 2-fach Draht silber kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen
06440;;;Kette, Glas weiß-glänzend auf Draht;sommerliches Collier mit Glasperlen in weiß-glänzend, 3-fach Draht, weiß kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen
06448;necklace, beads, turquoise;A chic and fashionable necklace with plasic cyan/dull and transparent/shiny beads. They are strung on a cyan coloured silk-cord and have a nice silver-coloured clasp with adjustable features. Unique and beautifully designed.;Kette, Schrägperle türkis-kristall;Collier mit Kunststoff-Schrägperle in türkis-matt und transparent-glänzend, auf Seidenkordel türkis, Verschluss silber-farbig mit Verlängerungskettchen
06458;Necklace, Heart with Hole, Green;This necklace has a stunning pendant, which has a great design. The pendant fits great to retro look outfits as well as to sophisticated fashion trends nowadays. This necklace is a wonderful and eyecatching accessory, which should not be missing in your jewellery case! It has a silver coloured clasp with a small extension chain for easily adjusting the length. Made in Germany.;Kette, Herz mit Loch, grün-weiß;kleines Herz aus Kunststoff, 18x19mm, hellgrün-weiß-marmoriert an Seidenkordel hellgrün, Verschluss silber-farbig mit Verlängerungskettchen
06464;;;Kette, Faustkeil, grün-gelb-gold;Collier mit Kunststoff-Anhänger in der Form eines Faustkeiles, 64x27mm, grün-gold schimmernd, Oberfläche wie gehämmert, komplettiert mit Kunststoff-Rohr in grün und gelb, Verschluss gold-farbig mit Verlängerungskettchen
06467;Necklace, Chic Pendant, Blue;This necklace has a stunning pendant, which has a great design. The pendant fits great to retro look outfits as well as to sophisticated fashion trends nowadays. This necklace is a wonderful and eyecatching accessory, which should not be missing in your jewellery case! The clasp is gold coloured and has a small extension chain for easily adjusting the length. Made in Germany.;Kette, Faustkeil blau, Gummi blau;Collier mit Kunststoff-Anhänger in Form eines Faustkeiles, 64x27mm, blau-gold schimmernd, Oberfläche wie gehämmert, an 3mm Gummi blau, Verschluss gold-farbig mit Verlängerungskettchen
06469;Necklace, Olive Shaped Beads, Green/ White;A wonderful necklace of a light green and white colour combination. The clasp is gold coloured and has a small extension chain for easily adjusting the length. The necklace is designed and handmade in Germany.;Kette, Oliven, grün-weiß;sommerliches Collier mit Kunststoff-Olive hellgrün-marmoriert matt in Kombination mit kleinem Zwischenteil weiß, Verschluss vergoldet mit Verlängerungskettchen
06474;Necklace, Pendant, Blue/ Transparent;This necklace has a stunning pendant, which has a chic design. The pendant fits great to retro look outfits as well as to sophisticated fashion trends nowadays. This necklace is an impressive and outstanding accessory, which should not be missing in your jewellery case! Made in Germany.;Kette, Anhänger kroko türkis-gold;Collier mit Kunststoff-Creole türkis-gold, 40mm, an Seidenkordel blau
06477;Necklace, Olive Shaped Beads, Blue/ White;A wonderful necklace of a blue and white colour combination. The clasp is gold coloured and has a small extension chain for easily adjusting the length. The necklace is designed and handmade in Germany.;Kette, Oliven, blau-weiß;sommerliches Collier mit Kunststoff-Olive blau-marmoriert matt in  Kombination mit kleinem Zwischenteil weiß, Verschluss vergoldet mit Verlängerungskettchen
06500;necklace, 2mm rubber, silver clasp;This is a simple but chic rubber necklace which is 2mm thick and 45cm long. The silver clasp has a small extension chain for easily adjusting the length.;Band, 2mm Gummi, 45cm, silber-farbig;Vollgummikette für Schmuckanhänger aus Naturkautschuk, Verschluss silberfarbig
06501;Necklace, Rubber 2mm, Silver Clasp;A simple but useful necklace made of black rubber. It can be used for a pendant from our diverse collection. The rubber material is natural caoutchouc and the clasp is silver-colored and nickel-free. Handicraft from Germany.;Band, 2mm Gummi, 42cm, silber-farbig;Vollgummikette für Schmuckanhänger aus Naturkautschuk, Verschluss silberfarbig
06503;necklace, 4mm rubber, silver clasp;This is a simple but chic rubber necklace which is 4mm thick and 45cm long. The silver clasp has a small extension chain for easily adjusting the length.;Band, 4mm Gummi, 45cm, silber-farbig;Vollgummikette für Schmuckanhänger aus Naturkautschuk
06505;Necklace, Yellow/ Turquoise/ White Marbled;This necklace has a stunning pendant, which has a chic design. The pendant fits great to retro look outfits as well as to sophisticated fashion trends nowadays. The necklace is an impressive and outstanding accessory, which should not be missing in your jewellery case! Made in Germany.;Kette, gelb-türkis-weiß-marmoriert;Collier mit Kunststoff-Creole gelb-türkis-weiß-marmoriert, 40mm, an Seidenkordel weiß
06514;Necklace, Triangle, Yellow Marbled, Chrome Coloured;This necklace has a stunning pendant, which has a chic yellow design. The pendant fits great to retro look outfits as well as to sophisticated fashion trends nowadays. This necklace is an impressive and outstanding accessory, which should not be missing in your jewellery case! Made in Germany.;Kette, Dreieck gelb-marmoriert, chrom;Collier mit Kunststoff-Dreieck gelb-marmoriert, 115x28mm, an Seidenkordel gelb
06550;;;Kette, schwarz-weiß-grau-marmoriert;Perlen aus hochwertigem Kunststoff, dünne Kordel schwarz mit Schiebeknoten, Länge verstellbar von etwa 60-90cm
06557;Clip Earrings, Round, Creme/ Beige;This pair of clip earrings has a beautiful creme colour. The round shape of the clip earrings looks chic and classic. The clips are gold coloured and nickel free. A great accessory for people with sensible earlobes or no pierced earlobes.;Clip, 20mm, elfenbein-glänzend;-
06572;;;Clip, 22mm, Riss, rot-metallic;-
06575;Clip Earrings, Round, Ivory Brown, Matte Polished;This pair of clip earrings has a beautiful ivory/brown coloured surface, which is matte polished. The round shape of the clip earrings looks chic and classic. The clips are gold coloured and nickel free. A great accessory for people with sensible earlobes or no pierced earlobes.;Clip, rund, elfenbein-braun matt;-
06596;Necklace, Amulet, Silver/ Antique Look;This is a wonderful fashionable necklace with a large metallic looking pendant on a six-fold grey cord. The clasp is silver plated and nickel-free and has a small extension chain for easily adjusting the length. The necklace is assembled and designed in Germany.;Kette, Amulett, altsilber;Kunststoff-Amulett 52mm plexi-altsilber an 6-fach Kordel grau, Verschluss silber-farbig mit Verlängerungskettchen
06621;necklace, beads 10mm, black;Classic and chic! This necklace is neatly beaded with black shiny beads (10 mm). The gilded clasp has a small extension chain for easily adjusting the length. It is suitable on any occasion and totally timeless fashionable!;Kette, Perlen 10mm, schwarz, 45cm;zeitloses Collier mit 10mm Kunststoffperle schwarz-glänzend, Verschluss silberfarbig mit Verlängerungskettchen und Perle als Abschluss
06646;Brooch, 2x Edelweiss, Antique Silver Coloured;A beautiful, antique silver coloured brooch that features the mountain flower -Edelweiss- (Leontopodium alpinum). A fashionable accessory for nature lovers and traditional alpine clothing styles.;Brosche, 2x Edelweiß, altsilber-farbig;-
06659;Clip Earrings, Trapezium, Green/Brown;This pair of clip earrings has a beautiful olive green/brown marbled surface. The trapezium shape of the clip earrings looks chic and edgy. The clips are silver coloured and nickel free. A great accessory for people with sensible earlobes or no pierced earlobes.;Clip, Trapez, khaki-marmoriert matt;-
06668;;;Clip, hellbraun-glänzend;-
06673;;;Stecker, hellbraun-glänzend;-
06695;;;Stecker, grün-transparent, gehämmert;Ohrstecker mit Kunststoff-Dreieck in grün-transparent, Oberfläche wie gehämmert, Stift rhodiniert
06699;Necklace, Glass Beads, Green/ White;A wonderful necklace of a light green transparent beads. The synthetically coated wire cord has a silver coloured clasp. The necklace is designed and handmade in Germany.;Kette, Glas-Walze grün-weiß;Glasperlen
06702;;;Clip, 20, schwarz-braun-gold gefleckt;-
06703;;;Stecker, elfenbein, Rand braun;-
06724;;;Clip, oval, beige-horn glänzend;-
06728;Earrings, Round, Antique Silver-Grey Design;This pair of round earrings has a wonderful antique silver-grey design! The studs are nickel free and the hammered design looks chic and eyecatching!;Stecker, rund, altsilber, gehämmert;altsilber, gehämmert
