itemno;title;description;gallay title;gallay description
91686;Ear studs, Pink Butterfly, Silver 925;A beautiful pair of butterfly ear studs that look cute on your ears, considering the beautiful finished surface with a pink accent. 9K gold;studs earrings, butterfly, silver 925;with pink zirconia tag
91687;Leverback Earrings, Cross, Silver 925;A very beautiful pair of leverback earrings that has little cross charms made of silver 925. The surface is rhodium plated and therefore protected against tarnishing. A wonderful symbolic pair of leverback earrings of best quality.;leverback earrings, cross, silver 925;surface rhodinized for tarnish protection
91688;Pendant, Pink Butterfly, Silver 925;A cute butterfly pendant with a little cubic zirconia charm looks just as charming, when you wear it around your neck with one of our silver chains. Great quality and neat finishing.;pendant, butterfly, silver 925;with pink zirconia tag
91690;;;leverbacks flower multicolor, silver 925;with zirconia
91694;Pendant, Star with Zirconia & Red-Gold Plating, Silver 925;This pendant is beautifully designed of a zirconia surface and a red gold plated star in its middle. The pendant is a beautiful accessory for this year's winter fashion style. Silver 925.;pendant, star with zirconias, silver 925;two-tone red-gold
91695;Pendant, Cat with zirconia, Silver 925;SMILE! This little cat smiles just as much as someone might smile when wearing this cute pendant. The polished surface of this highly qualitative silver pendant is decorated with a smily black face. The cubic zirconia reminds on a little wool ball, only that is a much more elegant toy to play with!;pendant, cat with zirconia, silver 925;
91700;;;earrings, white bead 6mm, silver 925;
91702;Hoop earrings, bi-colour, heart with zirconia, silver 925;A beautiful pair of bi-coloured hoop earrings with a nicely finished design of a golden heart on the silver surface. The polished surface is high quality proof and the whole finishing looks just stunning. Don't think about it - It's the perfect gift for your beloved one!;hoop earrings, two tone, silver 925;elegant hinged hoop earrings, withe zirconia, surface partly gold plated
91703;;;hoop, earrings, matt/polished silver 925;with zirconia
91704;;;studs, ladybird on flower, silver 925;
91707;Ear studs, little bear with zirconia, Silver 925;This pair of little bear ear studs is a cute accessory for any occasion, but definitely has an elegant touch with the cubic zirconia in the middle. Any girl or lady who wears this pair will look cuddely cute and be lovely as any teddy bear.;earring studs, little bear, silver 925;with zirconia, kids jewellery
91708;Leverback earrings, Little bear with zirconia, Silver 925;Very sweet and cute is this pair of earrings with a little pendant in shape of a bear. The cubic zirconia gives a special sparkeling touch to the pendant. Just like the bear, you will look as cuddly and cute while wearing this piece of well-finished jewellery.;leverback earring little bear silver 925;with zirconia, kids jewellery
91709;Pendant, Little Bear, Silver 925;A cute little pendant for children or young-hearted adults. The sweetest bear pendant, which is adorned with a small zirconia on its tummy is a great gift for little girls. The surface is shiny and rhodium-plated to protect the pendant from tarnishing.;pendant, little bear, silver 925;with zirconia, kids jewellery
91710;Hoop Earrings, Patterned, Silver 925;A highly qualitative pair of bi-coloured hinge earrings, which are beautifully crafted and designed with a nice pattern on the surface. One border of each earring is gold-plated and gives the earrings a fashionable touch. Valuable jewels for a valuable person!;hoop earrings, patterned, silver 925;partly matt finished, partly gold plated
91711;Hoop Earrings, Bi-coloured & Zirconia, Silver 925;Bi-coloured hoop earrings with a beautiful diamond cut on the surface. The stunning look is a high quality proof and the pair of hinge earrings is perfectly finished, incorporating three little zirconias. The surface is partly gold-plated. This pair is the perfect gift for your beloved one, even on the wedding day.;hoop earrings, two tone, silver 925;elegant hinged hoop earrings, withe zirconia, surface partly gold plated
91712;Hoop Earrings, Bi-coloured & Zirconia, Silver 925;A beautiful pair of bi-coloured hoop earrings. The stunning look is a high quality proof and the pair of hinge earrings is perfectly finished, incorporating three little zirconias. The surface is partly gold-plated. This pair is the perfect gift for your beloved one, even on the wedding day.;hoop earrings, two tone, silver 925;elegant hinged hoop earrings, withe zirconia, surface partly gold plated
91713;Hoop Earrings, Bi-coloured & Zirconia, Silver 925;A beautiful pair of hinge earrings with a stunning look that alone proofs high quality. The pair of earrings is perfectly finished, incorporating three little zirconias. The surface is partly gold-plated and has a fine design. It can be the perfect gift for your beloved one, even on the wedding day.;hoop earrings, two tone, silver 925;elegant hinged hoop earrings, withe zirconia, surface partly gold plated
91718;Pendant, Elephant, Silver 925;This is a cute elephant pendant, which has a matte finish surface. The head however, has a shiny silver finished surface and the pendant is rhodium-plated, which protects the jewellery piece from tarnishing. A great pendant for the young and the young hearted.;pendant, elephant, silver 925;
91720;Pendant, Bi-Colour, CZ, Silver 925;This pendant has a beautiful bi-coloured design. The Cubic Zirconia crystal gives and elegant touch to the pendant and makes the jewellery piece eyecatching and unique. Silver 925.;pendant, two tone, CZ, silver 925;
91721;;;leverback ladybird on flower, silver 925;
91722;Hoop Earrings, Oval, 51mm, Silver 925;A classic pair of hoop earrings with a diameter of 51mm. High quality. Silver 925.;hoop earrings oval 51mm, silver 925;
91726;hoop earring, cubic zirconia, silver 925;A chic pair of thick, curved hoop earrings with incorporated cubic zirconia. The silver surface is rhodium plated for protection against tarnishing. Silver 925;hoop earring, cubic zirconia, silver 925;oval, broadly curved shape, metal surface rhodinized for tarnish protection
91727;Pendant, Heart, JE T'AIME, Silver 925;This adorable heart pendant has a wonderfully finished surface and the words JE T'AIME are engraved on the front side. The french saying for 'I love you' make this pendant a perfect gift for a beloved person. The zirconia crystal gives and extra spark to the pendant and the jewellery piece is suitable for any occasion. Silver 925.;pendant heart JE T'AIME, silver 925;
91729;;;pendant, ladybird on flower, silver 925;
91730;HOOP EARRINGS, 13X3MM, SILVER 925,  NEW;;hoop earrings 13x3mm, silver 925;hinged hoops
91733;;;pendant, cross, 10 zirconias, silver 925;
91734;Hoop Earrings, Patterned, Silver 925;A fine pair of hinge earrings, which have a great pattern of a half matte finished, half shiny surface. Great jewellery for a great person!;hoop earrings, patterned, silver 925;partly matt finished
91735;Hoop Earrings, Patterned, Silver 925;A fine pair of hinge earrings, which have a great pattern of a half matte finished, half shiny surface. Wether fancy or casual, this pair of earrings is fitting for any occasion. Great jewellery for a great person!;hoop earrings, patterned, silver 925;partly matt finished
91736;;;earrings, oval, zirconia, silver 925;
91737;Stud Earrings, Dragonfly, Silver 925;This pair of earstuds looks just lovely. The high qualitative pair of dragonfly ear studs suits to any occasion and can be bought as a set, together with our matching dragonfly pendant. Silver 925.;earring, studs, dragon-fly, silver 925;
91739;Pendant, Dragonfly, Silver 925;A simple but beautiful dragonfly pendant, which is made of Silver 925. The pendant is a nice eyecatcher at any occasion!;pendant, dragon-fly, silver 925;
91740;Pendant, Locket, Silver 925;If you always want to have your loved one near to you, this is a perfect pendant. The locket can be opened and a little picture can be pasted. It is a sophisticated pendant of best quality, which has an engraved flower design on the matte finished front side. The pendant is rhodium plated to protect it from tarnishing. Silver 925.;pendant, locket, silver 925;surface rhodium plated for tarnish protection
91741;Stud earrings, 7mm, White zirconia, Silver 925;A sophisticated pair of stud earrings which consist of a outshining round zirconia. The ear studs are classy and elegant and therefore suitable for any occasion. The white zirconia will always be an eye cather and the silver 925 is highly qualitative and beautifully crafted.;studs, 7mm zirconia white, silver 925;
91742;;;earrings, dolphins, silver 925;
91743;Pendant, Bi-Colour, CZ, Silver 925;This pendant has a beautiful bi-coloured design. The Cubic Zirconia crystal gives and elegant touch to the pendant and makes the jewellery piece eyecatching and unique. Silver 925.;pendant, two tone, silver 925;
