itemno;title;description;gallay-title;gallay-description
02317;;hochmodisches Collier mit Kunststoff-Teilen, ausgefallenes Teil Blatt an einem Rohr kombiniert mit kleinen Olivern und facettierten Teilen in rosa-flitter, kristall und rosa-transparent, auf 2-fach Stahldraht kunststoffummantelt, Verschluss silberfarbig mit Verlängerungskettchen und Perle als Abschluss, in Deutschland gefertigte Handarbeit;Kette, Blatt am Rohr, rosa-flitter;-
02322;;hochwertig gearbeitetes Mode-Collier mit großer facettierter Kunststoffperle grau-transparent, kombiniert mit farblich abgestimmten Kunststoff-Teilen blau, türkis, weiß, grau, facettiert und auch glatt, an Eloxalkette grau-matt, ohne Verschluss, sehr schönes Collier mit Kunststoff-Viereck pink-grau-marmoriert, verbunden mit Ankerkette grau-matt aus Aluiminium, in Deutschland gefertigte Handarbeit;Kette, Facettenperlen, grau-türkis;-
02324;;filigranes Collier mit 12mm Kunststoff-Rosette türkis-transparent, auf 2-fach Strahldraht kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Rosette aqua-transparent;filigranes Collier mit 12mm Kunststoff-Rosette türkis-transparent, auf 2-fach Strahldraht kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen
02328;;sommerliches Collier mit 6mm Kunststoff-Perle weiß-glänzend, Verschluss gold-farbig, in Deutschland gefertigte Handarbeit;Kette, Perlen 6, weiß-glänzend, 50cm;sommerliches Collier mit 6mm Kunststoff-Perle weiß-glänzend, Verschluss gold-farbig
02331;;Collier mit Kunststoffperlen, Dreieck- und Oliven-Form in stahlblau seidig-glänzend, 2-fach Strahldraht kunststoffummantelt in silber-farbig, Verschluss silber-farbig mit Verlängerungskettchen und Perle als Abschluss, in Deutschland gefertigte Handarbeit;Kette, Dreieck und Olive stahlblau;Collier mit Kunststoffperlen, Dreieck- und Oliven-Form in stahlblau seidig-glänzend, 2-fach Strahldraht kunststoffummantelt in silber-farbig, Verschluss silber-farbig mit Verlängerungskettchen
02334;;;Kette, 3x Kiesel, weiß-blau-türkis;-
02335;;dekoratives Collier passend zur aktuellen Herbst- und Wintermode in Y-Form, Kunststoff-Viereck 32x32mm kristall-WW, an Aluminium-Ankerkette schwarz, ohne Verschluss, sehr schönes Collier mit Kunststoff-Viereck pink-grau-marmoriert, verbunden mit Ankerkette grau-matt aus Aluiminium, in Deutschland gefertigte Handarbeit;Kette, Viereck WW-kristall, Anker;dekoratives Collier passend zur aktuellen Herbst- und Wintermode in Y-Form, Kunststoff-Viereck 32x32mm kristall-WW, an Aluminium-Ankerkette schwarz
02336;;dekoratives Collier passend zur aktuellen Herbst- und Wintermode in Y-Form, 25mm Kunststoff-Linse gelb-transparent an Aluminium-Ankerkette schwarz, ohne Verschluss, sehr schönes Collier mit Kunststoff-Viereck pink-grau-marmoriert, verbunden mit Ankerkette grau-matt aus Aluiminium, in Deutschland gefertigte Handarbeit;Kette, Krokoperle zitrone, Anker;dekoratives Collier passend zur aktuellen Herbst- und Wintermode in Y-Form, 25mm Kunststoff-Linse gelb-transparent an Aluminium-Ankerkette schwarz
02337;;sehr schönes Y-Collier mit Kunststoff-Dreieck wachsweiß, verbunden mit Ankerkette grau-matt aus Aluiminium, ohne Verschluss, in Deutschland gefertigte Handarbeit;Kette, Dreieck wachsweiß, Ankerkette;dekoratives Collier in Y-Form mit Kunststoff-Dreieck 25mm WW an Aluminiu-Ankerkette grau
02338;;wunderschöne Y-Kette mit hochwertigen Kunststoff-Teilen in den Farben grau, kristall-transparent, weiß facettiert und auch glatt, sehr edel, an Eloxalkette Anker grau-matt ohne Verschluss, in Deutschland gefertigte Handarbeit;Kette, Perlen und Würfel kristall;-
02339;;sommerliches Collier mit hochwertigen Kunststoffperlen in zwei verschiedenen gelb-Tönen, teilweise graviert, Verschluss silber-farbig mit Verlängerungskettchen und Perle als Abschluss, in Deutschland gefertigte Handarbeit;Kette, Perlen graviert, gelb-glänzend;sommerliches Collier aus hochwertigen Kunststoffperlen in zwei verschiedenen gelb-Tönen, Verschluss silber-farbig mit Verlängerungskettchen und Perle als Abschluss
02340;;sommerliches Collier mit dekorativen 20mm Kunststoffperlen in freundlichem gelb, Verschluss silber-farbig mit Verlängerungskettchen und Perle als Abschluss, in Deutschland gefertigte Handarbeit;Kette, Perlen 20mm, gelb-glänzend;sommerliches Collier mit dekorativer 20mm Kunststoffperle in freundlichem gelb, Verschluss silber-farbig mit Verlängerungskettchen und Perle als Abschluss
02341;;sommerliches Collier mit 18mm Kunststoffperlen rostrot seidig-glänzend in Kombination mit Facettenperle rostrot, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Perlen 18mm rost Facettenrad;sommerliches Collier mit 18mm Kunststoffperlen rostrot seidig-glänzend in Kombination mit Facettenperle rostrot, Verschluss silber-farbig mit Verlängerungskettchen
02342;;sommerliches Collier mit 16mm Kunststoffperlen rostrot seidig-glänzend, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Perlen 16mm, rost-seide;sommerliches Collier mit 16mm Kunststoffperlen rostrot seidig-glänzend, Verschluss silber-farbig mit Verlängerungskettchen
02343;;dekoratives Collier mit 16mm Kunststoffperlen dunkelbraun seidig-glänzend, Verschluss vergoldet mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Perlen 16mm dunkelbraun-seide;Collier mit 16mm Kunststoffperlen dunkelbraun seidig-glänzend, Verschluss vergoldet mit Verlängerungskettchen
02344;;sommerliches Collier mit hochwertigen Kunststoffperlen bernsteinfarbig kombiniert mit kleiner Blumenperle braun-transparent, Verschluss silber-farbig mit Verlängerungskettchen und Perle als Abschluss, in Deutschland gefertigte Handarbeit;Kette, Walze bernsteinfarbig, Rosette;sommerliches Collier mit hochwertigen Kunststoffperlen bernsteinfarbig kombiniert mit kleiner Blumenperle braun-transparent, Verschluss silber-farbig mit Verlängerungskettchen und Perle als Abschluss
02345;;dekoratives festliches Collier mit facettierten Kunststoff-Teilen auf 2-fach Stahldraht kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Vierecke topas-Schliff;dekoratives festliches Collier mit facettierten Kunststoff-Teilen auf 2-fach Stahldraht kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen
02346;;sommerliches Collier mit hochwertigen Kunststoffperlen mint und mint-crash als Blickfang kombiniert mit Perlen mint seidig-glänzend, Verschluss silber-farbig mit Verlängerungskettchen und Perle als Abschluss, in Deutschland gefertigte Handarbeit;Kette, Walze mint, Crashperle mint;sommerliches Collier mit hochwertigen Kunststoffperlen mint und mint-crash als Blickfang kombiniert mit Perlen mint seidig-glänzend, Verschluss silber-farbig mit Verlängerungskettchen und Perle als Abschluss
02347;;sehr auffälliges Collier mit 18-20mm Kunststoffperlen und Walze, farblich abgestimmt goldbraun mit braun-transparent, Verschluss vergoldet mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, gold-farbig, braun-transparent;sehr auffälliges Collier mit 18-20mm Kunststoffperlen und Walze farblich abgestimmt goldbraun mit braun-transparent, Verschluss vergoldet mit Verlängerungskettchen
02348;;sehr auffälliges Collier mit besonders hochwertigen Kunststoffperlen 17-20mm in  grau-seidig, grau-crash und blutstein, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Crashperle grau-kristall;sehr auffälliges Collier mit besonders hochwertigen Kunststoffperlen 17-20mm in  grau-seidig, grau-crash und blutstein, Verschluss silber-farbig mit Verlängerungskettchen
02349;;dekoratives Collier mit hochwertigen Kunststoff-Perlen 22mm schwarz-weiß graviert, 20mm und 18mm schwarz-facettiert und transparent, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, schwarz-weiß schwarz-facett;dekoratives Collier passend zur aktuellen Herbst- und Wintermode, mit Kunststoff-Perlen 22mm, 20mm und 18mm, schwarz-facettiert und schwarz-weiß, Verschluss silber-farbig mit Verlängerungskettchen
02350;;;Kette, Perlen 18mm dunkelrot marmor;-
02352;;dekoratives Collier mit hochwertigen Kunststoffteilen in oliv-türis-marmoriert, jedes Teil ein  Unikat, auf 2-fach Kordel braun, Verschluss goldfarbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Kiesel oliv-türkis mit Kordel;dekoratives Collier mit Kunststoffteilen in oliv-türis-marmoriert, jedes Teil ein  Unikat, auf 2-fach Kordel braun, Verschluss goldfarbig mit Verlängerungskettchen
02353;;sehr auffälliges Collier mit hochwertigen 18-26mm Kunststoffperlen in verschiedenen braun-Tönen kombiniert mit altgold und goldbraun, Verschluss vergoldet mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Perlen brauntöne altmessing;sehr auffälliges Collier mit hochwertigen 18-26mm Kunststoffperlen in verschiedenen braun-Tönen kombiniert mit altgold und goldbraun, Verschluss vergoldet mit Verlängerungskettchen
02355;;Dieses hochmodische Collier ist ein MUSS für die modebewusste DAME! Passend zur aktuellen Frühjahrs- und Sommermode sind große und ausgefallene Kunststoffperlen in den Farben topas und hellbraun kombiniert mit hochwertiger Crash-Dreiecksperle, der Verschluss ist silber-farbig mit Verlängerungskettchen. in Deutschland gefertigte Handarbeit;Kette, Chrash-Nugget, topas-braun;-
02356;;Collier mit Kunststoff-Kiesel in beige-braun kombiniert mit kleiner Kunststoff-Perle in natur, Verschluss vergoldet mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Kiesel elfenbein-braun-farbig;Collier mit Kunststoff-Kiesel in beige-braun kombiniert mit kleiner Kunststoff-Perle in natur, Verschluss vergoldet mit Verlängerungskettchen
02357;;Collier mit Kunststoff-Kiesel in elfenbein-lila kombiniert mit kleiner Kunststoff-Perle in natur, Verschluss vergoldet mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Kiesel, elfenbein-lila;Collier mit Kunststoff-Kiesel in elfenbein-lila kombiniert mit kleiner Kunststoff-Perle in natur, Verschluss vergoldet mit Verlängerungskettchen
02359;;Besonderer Eye-Catcher ist die Viereckperle 25x25mm transparent mit weiß kombiniert mit Würfelperlen transparent und Barockperle  weiß, auf 2-fach Draht weiß ummantelt, Verschluss si-farbig mit Verlängerungskettchen;Kette, Viereck weiß-transparent;Viereckperle 25x25mm transparent mit weiß, Würfelperlen transparent und Barockperle  weiß, 2-fach Draht weiß ummantelt, Verschluss silberfarbig mit Verlängerungskettchen
02360;;dekoratives Collier für die mutige Trägerin mit Kunststoff-Schraubenperle 24mm in weiß-schwarz-matt, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Schraubenperle schwarz-weiß;dekoratives Collier mit Kunststoff-Schraubenperle 24mm in weiß-schwarz-matt, Verschluss silberfarbig mit Verlängerungskettchen
